M,Id,Max_Advantage,X_Index,Y_Index,Gamma_Index,C_Index
7,78,0.44714894687392415,,,0.0,8.0
7,79,0.4363848021726511,,,0.0,8.0
7,80,0.43638480217265063,,,0.0,8.0
7,81,0.4363193596544262,,,0.0,8.0
7,82,0.4448665128403112,,,0.0,8.0
7,83,0.43041787427562894,,,0.0,8.0
7,84,0.42373745893329434,,,0.0,8.0
7,85,0.42373745893329445,,,0.0,8.0
7,86,0.44714894687392415,,,0.0,8.0
7,87,0.4500185815071191,,,0.0,8.0
7,88,0.4506508234634677,,,0.0,8.0
7,89,0.4312108811781766,,,0.0,8.0
7,90,0.4162991580650093,,,0.0,8.0
7,91,0.44140750584942845,,,0.0,8.0
7,92,0.42964836141882384,,,0.0,8.0
7,93,0.43638480217265097,,,0.0,8.0
7,94,0.4469244371545459,,,0.0,8.0
7,95,0.43548752783758815,,,0.0,8.0
7,96,0.4237374589332943,,,0.0,8.0
7,97,0.42373745893329445,,,0.0,8.0
7,98,0.4474624786648781,,,0.0,8.0
7,99,0.45074750099664607,,,0.0,8.0
8,0,0.4205886343371841,,,0.0,8.0
8,1,0.4178852307768486,,,0.0,8.0
8,2,0.41478345269706307,,,0.0,8.0
8,3,0.4093689028953154,,,0.0,8.0
8,4,0.4338288621162123,,,0.0,8.0
8,5,0.4093689028953155,,,0.0,8.0
8,6,0.4256327516348058,,,0.0,8.0
8,7,0.40090120782654487,,,0.0,8.0
8,8,0.4118735648248781,,,0.0,8.0
8,9,0.41094278913729004,,,0.0,8.0
8,10,0.4135994191180759,,,0.0,8.0
8,11,0.41728685898721773,,,0.0,8.0
8,12,0.44536933326875505,,,0.0,8.0
8,13,0.40524646344964727,,,0.0,8.0
8,14,0.4261656963186774,,,0.0,8.0
8,15,0.44079693038126627,,,0.0,8.0
8,16,0.4291634129362473,,,0.0,8.0
8,17,0.4338288621162122,,,0.0,8.0
8,18,0.4155111829563748,,,0.0,8.0
8,19,0.4290954165196281,,,0.0,8.0
8,20,0.41478345269706346,,,0.0,8.0
8,21,0.4606555462865792,,,0.0,8.0
8,22,0.4147834526970632,,,0.0,8.0
8,23,0.42550501422539283,,,0.0,8.0
8,24,0.4318555425167145,,,0.0,8.0
8,25,0.43327916320541265,,,0.0,8.0
8,26,0.4324243132580071,,,0.0,8.0
8,27,0.4093689028953154,,,0.0,8.0
8,28,0.43169934980905156,,,0.0,8.0
8,29,0.4109427891372904,,,0.0,8.0
8,30,0.4114135699355551,,,0.0,8.0
8,31,0.42909541651962807,,,0.0,8.0
8,32,0.4178852307768486,,,0.0,8.0
8,33,0.45570240232367437,,,0.0,8.0
8,34,0.4257157346040107,,,0.0,8.0
8,35,0.45568244256173274,,,0.0,8.0
8,36,0.3953857953204475,,,0.0,8.0
8,37,0.4071869230233701,,,0.0,8.0
8,38,0.49741975161654495,,,0.0,8.0
8,39,0.4424215112869199,,,0.0,8.0
8,40,0.4199084858017763,,,0.0,8.0
8,41,0.4512315268642688,,,0.0,8.0
8,42,0.4009012078265444,,,0.0,8.0
8,43,0.4043794732653024,,,0.0,8.0
8,44,0.395385795320448,,,0.0,8.0
8,45,0.420000923034877,,,0.0,8.0
8,46,0.4172868589872175,,,0.0,8.0
8,47,0.45107196682970985,,,0.0,8.0
8,48,0.4023591816372891,,,0.0,8.0
8,49,0.4318555425167143,,,0.0,8.0
8,50,0.4557999868440469,,,0.0,8.0
8,51,0.40759790484276404,,,0.0,8.0
8,52,0.4324916794488909,,,0.0,8.0
8,53,0.4123153690636317,,,0.0,8.0
8,54,0.4236093118838814,,,0.0,8.0
8,55,0.42715451338992705,,,0.0,8.0
8,56,0.4239734408182924,,,0.0,8.0
8,57,0.453846637351162,,,0.0,8.0
8,58,0.3981559132548237,,,0.0,8.0
8,59,0.4531521908786476,,,0.0,8.0
8,60,0.41990848580177764,,,0.0,8.0
8,61,0.4239734408182926,,,0.0,8.0
8,62,0.4071869230233701,,,0.0,8.0
8,63,0.41723085429244205,,,0.0,8.0
8,64,0.43948655090678945,,,0.0,8.0
8,65,0.45946354553461494,,,0.0,8.0
8,66,0.4407969303812654,,,0.0,8.0
8,67,0.4318555425167148,,,0.0,8.0
8,68,0.4239122657599426,,,0.0,8.0
8,69,0.417773662296956,,,0.0,8.0
8,70,0.43437002400033886,,,0.0,8.0
8,71,0.41752340812244026,,,0.0,8.0
8,72,0.4207138766653963,,,0.0,8.0
8,73,0.45912857221605374,,,0.0,8.0
8,74,0.395385795320448,,,0.0,8.0
8,75,0.4109427891372914,,,0.0,8.0
8,76,0.42426400265145586,,,0.0,8.0
8,77,0.410662636439067,,,0.0,8.0
8,78,0.4063496840228754,,,0.0,8.0
8,79,0.4200009230348767,,,0.0,8.0
8,80,0.4421419301188416,,,0.0,8.0
8,81,0.4172308542924419,,,0.0,8.0
8,82,0.41499326080365584,,,0.0,8.0
8,83,0.437834480441743,,,0.0,8.0
8,84,0.43185554251671493,,,0.0,8.0
8,85,0.40927855533412194,,,0.0,8.0
8,86,0.4300373291122531,,,0.0,8.0
8,87,0.433633277752782,,,0.0,8.0
8,88,0.4380358042851651,,,0.0,8.0
8,89,0.4372900057047564,,,0.0,8.0
8,90,0.41065761501957193,,,0.0,8.0
8,91,0.5189703321399034,,,0.0,8.0
8,92,0.43834302865534996,,,0.0,8.0
8,93,0.4338288621162124,,,0.0,8.0
8,94,0.44993268923189017,,,0.0,8.0
8,95,0.41094278913729043,,,0.0,8.0
8,96,0.47217734647751164,,,0.0,8.0
8,97,0.4023591816372892,,,0.0,8.0
8,98,0.4205886343371839,,,0.0,8.0
8,99,0.4009012078265452,,,0.0,8.0
9,0,0.39256451659111596,,,0.0,8.0
9,1,0.3773230246170776,,,0.0,8.0
9,2,0.400098321509611,,,0.0,8.0
9,3,0.41699538697604954,,,0.0,8.0
9,4,0.3955489060738736,,,0.0,8.0
9,5,0.418429133069911,,,0.0,8.0
9,6,0.444093133299639,,,0.0,8.0
9,7,0.40146169162655826,,,0.0,8.0
9,8,0.4076292911046243,,,0.0,8.0
9,9,0.4197475629808194,,,0.0,8.0
9,10,0.4034714389625317,,,0.0,8.0
9,11,0.42374035207903143,,,0.0,8.0
9,12,0.3897782650613074,,,0.0,8.0
9,13,0.3754379077946653,,,0.0,8.0
9,14,0.42368456055793313,,,0.0,8.0
9,15,0.4045044913130766,,,0.0,8.0
9,16,0.3799426319517938,,,0.0,8.0
9,17,0.39227275197166933,,,0.0,8.0
9,18,0.396864411481482,,,0.0,8.0
9,19,0.4051803778813204,,,0.0,8.0
9,20,0.416882022839282,,,0.0,8.0
9,21,0.4023627250118966,,,0.0,8.0
9,22,0.39948985114705243,,,0.0,8.0
9,23,0.40174418100710574,,,0.0,8.0
9,24,0.3927812669626703,,,0.0,8.0
9,25,0.44116479647965723,,,0.0,8.0
9,26,0.4035957985475884,,,0.0,8.0
9,27,0.39554142706024065,,,0.0,8.0
9,28,0.39236348082124684,,,0.0,8.0
9,29,0.3934463577061253,,,0.0,8.0
9,30,0.4225029234907411,,,0.0,8.0
9,31,0.41166137365945765,,,0.0,8.0
9,32,0.39225065924786107,,,0.0,8.0
9,33,0.3889167300679404,,,0.0,8.0
9,34,0.3847279410474098,,,0.0,8.0
9,35,0.3904703519851087,,,0.0,8.0
9,36,0.4165556955918894,,,0.0,8.0
9,37,0.39257592760242055,,,0.0,8.0
9,38,0.3990177157242064,,,0.0,8.0
9,39,0.4277098387284719,,,0.0,8.0
9,40,0.4063597108655803,,,0.0,8.0
9,41,0.39364885756626644,,,0.0,8.0
9,42,0.3891190666830106,,,0.0,8.0
9,43,0.3959619168685556,,,0.0,8.0
9,44,0.39431583612253934,,,0.0,8.0
9,45,0.3799426319517932,,,0.0,8.0
9,46,0.4062506685819281,,,0.0,8.0
9,47,0.4283855483176208,,,0.0,8.0
9,48,0.4372154544624179,,,0.0,8.0
9,49,0.38189431615452263,,,0.0,8.0
9,50,0.4157381278780391,,,0.0,8.0
9,51,0.39899546608337594,,,0.0,8.0
9,52,0.4218120119509307,,,0.0,8.0
9,53,0.4113643415148684,,,0.0,8.0
9,54,0.40080200975769814,,,0.0,8.0
9,55,0.40854396132310844,,,0.0,8.0
9,56,0.3850805742379296,,,0.0,8.0
9,57,0.3820348877239799,,,0.0,8.0
9,58,0.4386707001167373,,,0.0,8.0
9,59,0.37732302461707734,,,0.0,8.0
9,60,0.38931453823301565,,,0.0,8.0
9,61,0.4191105634759495,,,0.0,8.0
9,62,0.38722665890463437,,,0.0,8.0
9,63,0.41036754709384315,,,0.0,8.0
9,64,0.3799426319517938,,,0.0,8.0
9,65,0.3987870804978643,,,0.0,8.0
9,66,0.37407748491355197,,,0.0,8.0
9,67,0.3975698384048731,,,0.0,8.0
9,68,0.38251825366864534,,,0.0,8.0
9,69,0.4070274508506539,,,0.0,8.0
9,70,0.3825182536686451,,,0.0,8.0
9,71,0.4167202387421888,,,0.0,8.0
9,72,0.39738820284966575,,,0.0,8.0
9,73,0.4145224443559954,,,0.0,8.0
9,74,0.4015494118096978,,,0.0,8.0
9,75,0.39225065924786073,,,0.0,8.0
9,76,0.3961266665841511,,,0.0,8.0
9,77,0.38344719846877895,,,0.0,8.0
9,78,0.4149498529674695,,,0.0,8.0
9,79,0.4345239614845034,,,0.0,8.0
9,80,0.4274881127074106,,,0.0,8.0
9,81,0.4075811030994223,,,0.0,8.0
9,82,0.4883178524003666,,,0.0,8.0
9,83,0.3918130132712113,,,0.0,8.0
9,84,0.3931684571436567,,,0.0,8.0
9,85,0.4147037314690751,,,0.0,8.0
9,86,0.38992513132850803,,,0.0,8.0
9,87,0.42412558045626897,,,0.0,8.0
9,88,0.40975795663707815,,,0.0,8.0
9,89,0.40845110858548384,,,0.0,8.0
9,90,0.39459129998766546,,,0.0,8.0
9,91,0.4089992629062025,,,0.0,8.0
9,92,0.3970350860314881,,,0.0,8.0
9,93,0.42192787041540186,,,0.0,8.0
9,94,0.41700861520917376,,,0.0,8.0
9,95,0.41672477076245334,,,0.0,8.0
9,96,0.39561056285465745,,,0.0,8.0
9,97,0.4087806220058126,,,0.0,8.0
9,98,0.39225065924786046,,,0.0,8.0
9,99,0.3955414270602411,,,0.0,8.0
10,0,0.37899881455080586,,,0.0,8.0
10,1,0.3780485465667796,,,0.0,8.0
10,2,0.3825070390171691,,,0.0,8.0
10,3,0.37457784228426827,,,0.0,8.0
10,4,0.37247548478541326,,,0.0,8.0
10,5,0.38612245094943565,,,0.0,8.0
10,6,0.3602686864789233,,,0.0,8.0
10,7,0.37493947226957913,,,0.0,8.0
10,8,0.37255085417321226,,,0.0,8.0
10,9,0.4191431855927313,,,0.0,8.0
10,10,0.3829168529046526,,,0.0,8.0
10,11,0.40512286480904164,,,0.0,8.0
10,12,0.3681089023532203,,,0.0,8.0
10,13,0.4145310069556654,,,0.0,8.0
10,14,0.37477901309316164,,,0.0,8.0
10,15,0.3893107855573593,,,0.0,8.0
10,16,0.3636987622426599,,,0.0,8.0
10,17,0.4056742841320371,,,0.0,8.0
10,18,0.3677245582284623,,,0.0,8.0
10,19,0.34967365483213536,,,0.0,8.0
10,20,0.3860238553536511,,,0.0,8.0
10,21,0.3626352138808022,,,0.0,8.0
10,22,0.3704700397643986,,,0.0,8.0
10,23,0.374779013093162,,,0.0,8.0
10,24,0.3732141136085623,,,0.0,8.0
10,25,0.38390810573352796,,,0.0,8.0
10,26,0.38323091314101265,,,0.0,8.0
10,27,0.3683749553577481,,,0.0,8.0
10,28,0.3882128533991925,,,0.0,8.0
10,29,0.4079240192154517,,,0.0,8.0
10,30,0.35642097898663266,,,0.0,8.0
10,31,0.37293717521964653,,,0.0,8.0
10,32,0.3806963340634245,,,0.0,8.0
10,33,0.37071256527297125,,,0.0,8.0
10,34,0.37310207223241537,,,0.0,8.0
10,35,0.3757120178396426,,,0.0,8.0
10,36,0.4023612492583692,,,0.0,8.0
10,37,0.3700424311662951,,,0.0,8.0
10,38,0.38515048742820057,,,0.0,8.0
10,39,0.4116598559542455,,,0.0,8.0
10,40,0.38427479524950936,,,0.0,8.0
10,41,0.3897334336853809,,,0.0,8.0
10,42,0.38374150280642905,,,0.0,8.0
10,43,0.36131788038213153,,,0.0,8.0
10,44,0.3761828733798441,,,0.0,8.0
10,45,0.3802704351208553,,,0.0,8.0
10,46,0.4166377682003553,,,0.0,8.0
10,47,0.3777623106007307,,,0.0,8.0
10,48,0.3643750341812673,,,0.0,8.0
10,49,0.3879695386796107,,,0.0,8.0
10,50,0.3714355165135347,,,0.0,8.0
10,51,0.38786166648762804,,,0.0,8.0
10,52,0.38138515171027554,,,0.0,8.0
10,53,0.3673742149404673,,,0.0,8.0
10,54,0.4170523932264644,,,0.0,8.0
10,55,0.39294669259072734,,,0.0,8.0
10,56,0.41793410594904584,,,0.0,8.0
10,57,0.37904199751155826,,,0.0,8.0
10,58,0.4080737156090673,,,0.0,8.0
10,59,0.37128266408758787,,,0.0,8.0
10,60,0.4140422252637155,,,0.0,8.0
10,61,0.4478391327124168,,,0.0,8.0
10,62,0.41430797199834424,,,0.0,8.0
10,63,0.3691408293834185,,,0.0,8.0
10,64,0.3577912982053397,,,0.0,8.0
10,65,0.3819188289843244,,,0.0,8.0
10,66,0.40102784802415936,,,0.0,8.0
10,67,0.40026087509131064,,,0.0,8.0
10,68,0.3804782187295479,,,0.0,8.0
10,69,0.38846958757267636,,,0.0,8.0
10,70,0.37499367855882965,,,0.0,8.0
10,71,0.3772860496421812,,,0.0,8.0
10,72,0.3678550451857676,,,0.0,8.0
10,73,0.386960941255619,,,0.0,8.0
10,74,0.37700438478356163,,,0.0,8.0
10,75,0.39162489269019746,,,0.0,8.0
10,76,0.39019823552854505,,,0.0,8.0
10,77,0.37367342024751654,,,0.0,8.0
10,78,0.39524296237843853,,,0.0,8.0
10,79,0.43670044645743994,,,0.0,8.0
10,80,0.3755486323743797,,,0.0,8.0
10,81,0.38409646063628694,,,0.0,8.0
10,82,0.39870210448711474,,,0.0,8.0
10,83,0.3912895399524893,,,0.0,8.0
10,84,0.3695291840700087,,,0.0,8.0
10,85,0.38367040361336063,,,0.0,8.0
10,86,0.37333382212999466,,,0.0,8.0
10,87,0.37955233762621865,,,0.0,8.0
10,88,0.36884893316190953,,,0.0,8.0
10,89,0.3885201736105823,,,0.0,8.0
10,90,0.3671201913057316,,,0.0,8.0
10,91,0.4086620051168272,,,0.0,8.0
10,92,0.38424337324157165,,,0.0,8.0
10,93,0.3818116805860166,,,0.0,8.0
10,94,0.36008543197863474,,,0.0,8.0
10,95,0.3902359345717258,,,0.0,8.0
10,96,0.41592190235473264,,,0.0,8.0
10,97,0.3767884454206341,,,0.0,8.0
10,98,0.3636561072584931,,,0.0,8.0
10,99,0.37550190519817556,,,0.0,8.0
11,0,0.4145283498294479,,,0.0,8.0
11,1,0.35855234568482036,,,0.0,8.0
11,2,0.3833183422380688,,,0.0,8.0
11,3,0.37389289081014343,,,0.0,8.0
11,4,0.3707448877506134,,,0.0,8.0
11,5,0.4015857899578226,,,0.0,8.0
11,6,0.36719957765752403,,,0.0,8.0
11,7,0.37279560642921317,,,0.0,8.0
11,8,0.39259867494680517,,,0.0,8.0
11,9,0.39025244301529416,,,0.0,8.0
11,10,0.43534973679530775,,,0.0,8.0
11,11,0.3798793649046771,,,0.0,8.0
11,12,0.3999403795316005,,,0.0,8.0
11,13,0.39857317181706037,,,0.0,8.0
11,14,0.36790798105241346,,,0.0,8.0
11,15,0.3637470392680802,,,0.0,8.0
11,16,0.374598391181153,,,0.0,8.0
11,17,0.35546707336108785,,,0.0,8.0
11,18,0.3730305066516675,,,0.0,8.0
11,19,0.3573822315073037,,,0.0,8.0
11,20,0.3881445455605515,,,0.0,8.0
11,21,0.3726136572837157,,,0.0,8.0
11,22,0.38858919980308787,,,0.0,8.0
11,23,0.3474475852149292,,,0.0,8.0
11,24,0.40560350035750314,,,0.0,8.0
11,25,0.3770800908016095,,,0.0,8.0
11,26,0.3805789244005461,,,0.0,8.0
11,27,0.3459268918022134,,,0.0,8.0
11,28,0.3895075051092814,,,0.0,8.0
11,29,0.3736094473257437,,,0.0,8.0
11,30,0.35514579613896685,,,0.0,8.0
11,31,0.35933982136639653,,,0.0,8.0
11,32,0.38625531059691165,,,0.0,8.0
11,33,0.37306060244762923,,,0.0,8.0
11,34,0.3902487069341394,,,0.0,8.0
11,35,0.41919838711221596,,,0.0,8.0
11,36,0.3631416958465512,,,0.0,8.0
11,37,0.40902178096120784,,,0.0,8.0
11,38,0.35374183294939304,,,0.0,8.0
11,39,0.35969842570521404,,,0.0,8.0
11,40,0.37912964062660764,,,0.0,8.0
11,41,0.3778103587491423,,,0.0,8.0
11,42,0.3729219347115095,,,0.0,8.0
11,43,0.3639177493284345,,,0.0,8.0
11,44,0.4058017219422148,,,0.0,8.0
11,45,0.37402584418771684,,,0.0,8.0
11,46,0.35548054992647804,,,0.0,8.0
11,47,0.357947708564448,,,0.0,8.0
11,48,0.3986189975004141,,,0.0,8.0
11,49,0.4137305051728033,,,0.0,8.0
11,50,0.4069250559928818,,,0.0,8.0
11,51,0.3760780650179561,,,0.0,8.0
11,52,0.378631650447171,,,0.0,8.0
11,53,0.4074161319371842,,,0.0,8.0
11,54,0.3952322350156797,,,0.0,8.0
11,55,0.36437679785230315,,,0.0,8.0
11,56,0.37594693238948657,,,0.0,8.0
11,57,0.3510574610760116,,,0.0,8.0
11,58,0.3851346792966704,,,0.0,8.0
11,59,0.39370403878762705,,,0.0,8.0
11,60,0.359083594391235,,,0.0,8.0
11,61,0.37191365443461516,,,0.0,8.0
11,62,0.4065678520400086,,,0.0,8.0
11,63,0.3897831465575079,,,0.0,8.0
11,64,0.4042766038790768,,,0.0,8.0
11,65,0.3766477363704737,,,0.0,8.0
11,66,0.3521808790945911,,,0.0,8.0
11,67,0.3763106963912343,,,0.0,8.0
11,68,0.3722830228191835,,,0.0,8.0
11,69,0.3840995158850113,,,0.0,8.0
11,70,0.3954510645516189,,,0.0,8.0
11,71,0.3622457616641231,,,0.0,8.0
11,72,0.36986857042857074,,,0.0,8.0
11,73,0.37149056351123566,,,0.0,8.0
11,74,0.3670214897307534,,,0.0,8.0
11,75,0.4021090541498584,,,0.0,8.0
11,76,0.35075155562432747,,,0.0,8.0
11,77,0.3599986733146601,,,0.0,8.0
11,78,0.39041549362999933,,,0.0,8.0
11,79,0.3358758128795175,,,0.0,8.0
11,80,0.3712446126572127,,,0.0,8.0
11,81,0.3599777528479653,,,0.0,8.0
11,82,0.34438195394297516,,,0.0,8.0
11,83,0.3633098778656009,,,0.0,8.0
11,84,0.3746384483470345,,,0.0,8.0
11,85,0.3912375704596737,,,0.0,8.0
11,86,0.3716918794020542,,,0.0,8.0
11,87,0.38441440815876277,,,0.0,8.0
11,88,0.375023205331261,,,0.0,8.0
11,89,0.37568570077252833,,,0.0,8.0
11,90,0.41162884290407165,,,0.0,8.0
11,91,0.39570606869949043,,,0.0,8.0
11,92,0.3842056623989482,,,0.0,8.0
11,93,0.3650822972598702,,,0.0,8.0
11,94,0.36813381586595684,,,0.0,8.0
11,95,0.4137352652984056,,,0.0,8.0
11,96,0.39138448851816177,,,0.0,8.0
11,97,0.3632042598541413,,,0.0,8.0
11,98,0.4049762344306611,,,0.0,8.0
11,99,0.36430967871384745,,,0.0,8.0
12,0,0.37552925442145374,,,0.0,8.0
12,1,0.37744360166469487,,,0.0,8.0
12,2,0.38694647718718383,,,0.0,8.0
12,3,0.37884424369757574,,,0.0,8.0
12,4,0.39617208397797754,,,0.0,8.0
