M,Id,Max_Advantage,Gamma_value,Mean_sqz,Adjacency_Matrix
6,34,2.0536364817390016,0.40816326530612246,(0.4796257597487836+0j),[0 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0]
6,35,1.9020640606370596,0.40816326530612246,(0.4905955669832312+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0]
6,36,1.999004148960378,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
6,37,2.1560924655747993,0.40816326530612246,(0.45091843101454854+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0]
6,38,2.1560924655747975,0.40816326530612246,(0.4509184310145486+0j),[0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
6,39,2.0536364817389936,0.40816326530612246,(0.47962575974878396+0j),[0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0]
6,40,2.156092465574798,0.40816326530612246,(0.4509184310145498+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
6,41,2.040379394270712,0.40816326530612246,(0.48385320548878835+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0]
6,42,2.156092465574799,0.40816326530612246,(0.4509184310145498+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
6,43,1.999004148960381,0.40816326530612246,(0.45611002285476027+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
6,44,2.1560924655747935,0.40816326530612246,(0.4509184310145493+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
6,45,2.040379394270711,0.40816326530612246,(0.48385320548878996+0j),[0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
6,46,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
6,47,1.9020640606370578,0.40816326530612246,(0.49059556698323203+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0]
6,48,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
6,49,2.040379394270712,0.40816326530612246,(0.48385320548878796+0j),[0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0]
6,50,2.1560924655747966,0.40816326530612246,(0.45091843101454937+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0]
6,51,2.156092465574794,0.40816326530612246,(0.45091843101454987+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]
6,52,1.999004148960378,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
6,53,1.999004148960381,0.40816326530612246,(0.45611002285476027+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
6,54,1.9020640606370574,0.40816326530612246,(0.4905955669832333+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
6,55,1.8507749999813288,0.40816326530612246,(0.5092493834237041+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0]
6,56,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
6,57,2.0536364817389994,0.40816326530612246,(0.4796257597487834+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0]
6,58,1.9020640606370591,0.40816326530612246,(0.4905955669832325+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]
6,59,2.1560924655747993,0.40816326530612246,(0.45091843101454854+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0]
6,60,2.1560924655747935,0.40816326530612246,(0.4509184310145493+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
6,61,2.040379394270718,0.40816326530612246,(0.48385320548878746+0j),[0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0]
6,62,1.9020640606370578,0.40816326530612246,(0.4905955669832319+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0]
6,63,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
6,64,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
6,65,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
6,66,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
6,67,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,68,2.015116615041128,0.40816326530612246,(0.4915915074002155+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0]
6,69,2.0536364817390003,0.40816326530612246,(0.4796257597487828+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0]
6,70,1.9020640606370591,0.40816326530612246,(0.4905955669832325+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]
6,71,1.9020640606370591,0.40816326530612246,(0.4905955669832325+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]
6,72,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,73,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,74,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,75,1.999004148960381,0.40816326530612246,(0.45611002285476027+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
6,76,1.9020640606370574,0.40816326530612246,(0.4905955669832333+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
6,77,1.8507749999813394,0.40816326530612246,(0.5092493834237013+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0]
6,78,1.9020640606370591,0.40816326530612246,(0.4905955669832325+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]
6,79,1.8507749999813288,0.40816326530612246,(0.5092493834237041+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0]
6,80,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
6,81,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
6,82,2.1560924655747935,0.40816326530612246,(0.4509184310145493+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0]
6,83,1.999004148960378,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
6,84,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
6,85,1.999004148960381,0.40816326530612246,(0.45611002285476027+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
6,86,2.075446235815158,0.40816326530612246,(0.49029873515541533+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0]
6,87,2.0403793942707122,0.40816326530612246,(0.48385320548878846+0j),[0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0]
6,88,2.040379394270712,0.40816326530612246,(0.48385320548878796+0j),[0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0]
6,89,1.963380497882086,0.40816326530612246,(0.47619047619047633+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0]
6,90,2.053636481738999,0.40816326530612246,(0.4796257597487829+0j),[0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0]
6,91,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,92,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,93,1.9990041489603798,0.40816326530612246,(0.45611002285476027+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
6,94,2.158236361810199,0.40816326530612246,(0.4776246367134006+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 0 0 0 0 1 1 0 0]
6,95,1.9020640606370596,0.40816326530612246,(0.4905955669832312+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0]
6,96,1.9020640606370591,0.40816326530612246,(0.4905955669832325+0j),[0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0]
6,97,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
6,98,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,99,1.8503318364629402,0.30612244897959184,(0.5256748590558076+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0]
6,100,1.8507749999813288,0.40816326530612246,(0.5092493834237041+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0]
6,101,2.1560924655747935,0.40816326530612246,(0.4509184310145493+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0]
6,102,1.9020640606370571,0.40816326530612246,(0.4905955669832327+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0]
6,103,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,104,1.8507749999813286,0.40816326530612246,(0.5092493834237037+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0]
6,105,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,106,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
6,107,2.0536364817389976,0.40816326530612246,(0.4796257597487832+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0]
6,108,1.903367752006875,0.40816326530612246,(0.48887190220672916+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0]
6,109,2.1560924655747935,0.40816326530612246,(0.4509184310145493+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
6,110,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
6,111,1.9020640606370578,0.40816326530612246,(0.4905955669832319+0j),[0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0]
6,112,2.0403793942707176,0.40816326530612246,(0.4838532054887878+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
6,113,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
6,114,1.903367752006875,0.40816326530612246,(0.48887190220672916+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0]
6,115,2.0986759205654177,0.40816326530612246,(0.41904761904761917+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6,116,1.8503318364629449,0.30612244897959184,(0.5256748590558072+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0]
6,117,2.4814272651347062,0.40816326530612246,(0.425351246440814+0j),[0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0]
6,118,2.1560924655747975,0.40816326530612246,(0.4509184310145486+0j),[0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
6,119,1.963380497882086,0.40816326530612246,(0.47619047619047633+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0]
6,120,2.1560924655747975,0.40816326530612246,(0.4509184310145486+0j),[0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0]
6,121,1.8503318364629449,0.30612244897959184,(0.525674859055806+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0]
6,122,2.3554950267465933,0.40816326530612246,(0.4695320695252146+0j),[0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0]
6,123,1.9990041489603843,0.40816326530612246,(0.4561100228547592+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
6,124,1.9020640606370574,0.40816326530612246,(0.4905955669832333+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0]
6,125,1.9990041489603831,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
6,126,1.999004148960378,0.40816326530612246,(0.45611002285475927+0j),[0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
