,succ_gbs,succ_uni,sim_params
0,86.20482530783862,34.56802482731004,
1,86.14891913530825,35.898718975180145,
2,86.26901521216973,35.05804643714972,
3,86.37454981992796,34.553821528611444,
4,85.95578673602081,36.09082724817445,
5,86.64465786314526,35.544217687074834,
6,85.7986389111289,35.11809447558046,
7,85.94718943788757,35.99719943988798,
8,86.14307153576787,34.75737868934467,
9,85.93155893536122,34.67080248148889,
10,86.54519971969165,35.0385423966363,
11,85.81290645322662,34.72736368184092,
12,86.50190114068441,35.37122273364018,
13,86.92346173086544,35.077538769384695,
14,86.51246620606788,35.16571543005907,
15,86.61196718030818,35.26115669401641,
16,86.13891112890312,35.09807846277022,
17,86.21621621621621,34.97497497497498,
18,86.54192515509305,35.13107864718831,
19,85.79005303712599,35.33473431401981,
20,86.29588876662999,35.00050015004501,
21,86.25312656328164,34.597298649324664,
22,86.56059241469029,35.214650255178626,
23,86.07746972275048,35.42187969172255,
24,85.64425770308122,35.53421368547419,
25,85.78293952743292,34.90188225871045,
26,86.65065545882118,34.02381667167017,
27,86.15754178760885,35.21169052146932,
28,86.048839071257,34.67774219375501,
29,86.25763186868181,35.96236612951657,
30,86.56596979093727,35.00050015004501,
31,86.38319159579791,35.22761380690345,
32,86.3431715857929,35.437718859429715,
33,86.24486935629191,35.20872960256282,
34,86.19309654827414,35.47773886943472,
35,86.57462985194077,35.074029611844736,
36,86.76073251275893,35.354748323826676,
37,86.08025617932553,34.564194936455515,
38,85.54421768707483,35.164065626250505,
39,85.71285642821411,35.82791395697849,
40,86.04604604604604,34.6046046046046,
41,86.62063444411088,35.464825377764434,
42,86.0102071450015,35.0545381767237,
43,86.11027719403582,34.19393575502852,
44,86.28451380552221,34.61384553821529,
45,85.8257477243173,35.04051215364609,
46,85.90436174469788,36.7046818727491,
47,86.28039627739417,35.55488842189533,
48,86.12306153076538,35.77788894447224,
49,86.16169701821093,35.691414848909346,
50,85.94156493896338,34.80088052831699,
51,86.38182909745848,34.79087452471482,
52,86.47323661830916,35.03751875937969,
53,86.13752377139426,34.92142928635772,
54,86.16169701821093,35.63137882729638,
55,86.72734546909382,35.46709341868374,
56,86.2717630578347,35.06103662197319,
57,85.69713942788559,34.84696939387877,
58,85.90154092455474,35.19111466880128,
59,87.0909636745722,35.0545381767237,
60,86.02161296778067,35.451270762457476,
61,86.77073951766236,35.26468527969578,
62,86.6293034427542,34.837870296236986,
63,86.76941553242594,35.35828662930344,
64,86.19309654827414,35.45772886443221,
65,86.14475923515867,35.20872960256282,
66,85.45982187531271,35.464825377764434,
67,86.41184710826496,34.7208324994997,
68,86.75940752602081,37.33987189751801,
69,85.95157094256554,35.4712827696618,
70,86.39911929543635,35.428342674139316,
71,86.39455782312925,35.114045618247296,
72,85.5040544599059,35.268795675242764,
73,86.31178707224335,36.21172703622173,
74,86.18309154577288,34.93746873436719,
75,86.40912730184147,33.927141713370695,
76,85.50130078046828,35.19111466880128,
77,86.37045932152508,34.75432802962074,
78,86.21034724307015,34.88441909336535,
79,86.17446978791517,35.47418967587035,
80,86.567911120008,35.592032829546596,
81,85.7528764382191,34.70735367683842,
82,86.33316658329164,34.75737868934467,
83,86.27450980392157,35.13405362144858,
84,86.36636636636636,34.56456456456456,
85,86.7120272163298,35.37122273364018,
86,86.3217930758455,34.71082649589754,
87,86.95956765412329,34.23738991192955,
88,85.99439775910365,35.30412164865947,
89,85.73573573573574,34.85485485485486,
90,86.29040328229762,35.24467126988892,
91,86.68067647353148,35.13459421595117,
92,86.5632816408204,34.57728864432216,
93,85.97017912538777,34.68427899529671,
94,86.5892714171337,35.51841473178543,
95,86.73203922353412,34.92095257154293,
96,86.208967173739,34.507606084867895,
97,86.38502352587847,34.48793673040345,
98,85.74429771908764,36.25450180072029,
99,85.77573271981595,35.18055416624987,
100,85.7471724552097,34.63116805124612,
101,85.97017912538777,35.464825377764434,
102,86.35635635635636,35.905905905905904,
103,86.01881505204163,34.58767013610889,
104,86.19033323326329,34.68427899529671,
105,85.78289144572287,34.68734367183592,
106,85.5326391670004,34.86183420104125,
107,86.52056439507655,34.103872710897626,
108,86.40912730184147,35.72858286629304,
109,86.15446178471389,34.993997599039616,
110,86.33770393354018,35.331798618756885,
111,86.32632632632632,34.7047047047047,
112,85.46127676605964,35.6513908345007,
113,86.64332166083042,34.73736868434217,
114,86.7260178053416,35.79073722116635,
115,85.93015110577404,35.41479035324727,
116,85.82291145572786,35.107553776888444,
117,86.18585575672701,35.12053616084825,
118,86.57926341072859,35.28823058446757,
119,85.95157094256554,35.741444866920155,
120,86.55924739791834,35.34827862289831,
121,86.27627627627628,34.77477477477478,
122,85.84442887175894,35.49904895384923,
123,85.85443988387226,35.38892782060266,
124,86.15892714171338,34.35748598879103,
125,86.42642642642643,35.44544544544544,
126,86.32632632632632,35.625625625625624,
127,86.36181709025415,35.95157094256554,
128,86.79471788715486,34.67386954781912,
129,86.06303151575788,33.90695347673837,
130,85.8343337334934,35.334133653461386,
131,85.79289644822411,35.66783391695848,
132,85.72858286629304,35.15812650120096,
133,86.54923939151321,35.278222578062454,
134,86.43185911546928,35.32119271562938,
135,85.92592592592592,34.53453453453454,
136,86.0702491744221,35.72500750525368,
137,86.16446578631452,35.74429771908763,
138,86.93693693693693,35.95595595595596,
139,86.16893514811849,35.188150520416336,
140,86.555966790037,35.090527158147445,
141,86.51055739017312,35.57490243170219,
142,85.6728364182091,35.91795897948975,
143,86.10888710968774,35.98879103282626,
144,86.7967967967968,35.7957957957958,
145,86.29903923138511,34.88791032826261,
146,86.048839071257,34.73779023218575,
147,86.45051536075252,35.12458721104773,
148,86.50920736589272,35.88871096877502,
149,86.52056439507655,35.1446012208546,
150,86.06303151575788,35.217608804402204,
151,86.36454581832733,35.04401760704282,
152,86.17031922345642,34.95446812768938,
153,85.79289644822411,34.4072036018009,
154,86.16169701821093,34.46067640584351,
155,86.61330665332666,34.597298649324664,
156,86.2372474494899,35.67713542708542,
157,86.05466012613874,34.998498348183,
158,87.08579437381118,34.708178996896585,
159,86.62528781659826,36.41005105616178,
160,86.18895116092874,34.95796637309848,
161,86.70202121272763,34.830898539123474,
162,85.91591591591592,35.645645645645644,
163,86.3031515757879,34.527263631815906,
164,85.60416458103914,35.05856442086295,
165,85.65565565565566,34.55455455455456,
166,86.30904723779024,35.88871096877502,
167,86.47188312987792,35.141084650790475,
168,86.43321660830415,35.257628814407205,
169,86.19204966456392,34.56493441473916,
170,85.8329164582291,34.99749874937469,
171,86.2431215607804,34.67733866933467,
172,86.03860386038605,34.903490349034904,
173,86.40912730184147,35.268214571657325,
174,86.21897518014411,35.52842273819055,
175,86.30356427713257,35.412494993992794,
176,86.62197318391036,35.06103662197319,
177,86.14029820874613,35.52486740718503,
178,86.1344537815126,34.23369347739096,
179,86.41592477743323,35.800740222066615,
180,85.64282141070535,35.45772886443221,
181,85.99299649824911,35.1975987993997,
182,86.00440176070428,35.26410564225691,
183,86.13306653326663,35.06753376688344,
184,85.7586068855084,35.88871096877502,
185,86.24174504702822,35.57134280568341,
186,86.17446978791517,35.48419367747099,
187,86.78471388555423,36.27450980392157,
188,86.37182309385632,34.84090454272564,
189,86.9995996797438,35.15812650120096,
190,85.49984989492646,35.1145802061443,
191,86.13584075222566,35.49064719415825,
192,85.67424166583241,35.428971869055964,
193,85.94015811067747,35.22465726008206,
194,86.4191353082466,35.13811048839071,
195,86.14584375312594,34.89046714014204,
