runtime,score,params,succRate,std_dev_succRate
140.9953627347946,105.19803870197893,1.06536611310028,86.22,0.9555626614722884
133.0274130344391,8.090395485210468,1.432213168696304,86.68500000000002,0.5590393546075284
149.88586518764495,5.369922547192601,1.0353874334707822,85.795,0.7132496056781235
165.2165143251419,4.375134633467439,1.0336381885317176,85.855,0.7390703620089257
126.30451831817626,3.843779389721269,1.0329340947040564,85.99000000000001,0.7968061244744562
142.79934771060942,3.5075649244491793,1.032617827706803,85.86,0.7327346040688937
144.16200902462006,3.2732609755010564,1.0324493528755199,86.14500000000001,0.8976218580226298
142.18895590305328,3.0994236236481747,1.0323959668517049,85.9,0.4832183771339843
132.60205397605895,2.964637027228256,1.0323711375398519,85.82,0.8538735269347585
129.57039229869844,2.856651640572999,1.03235230614455,85.83500000000001,0.6180817098086632
134.33748478889464,2.7679284023731965,1.0323857960329812,85.755,0.9122636680258646
116.9130482673645,2.6935619006484193,1.032389990661652,86.4,0.6208864630510171
117.92300691604615,2.630216473631059,1.0324080956089827,86.295,0.7254136750847774
126.8319048166275,2.5755404794309387,1.0324385817717476,86.58500000000001,0.5272807601268987
136.36142275333404,2.527824912425917,1.0324616083911264,85.745,0.8571610117125033
129.79300508499145,2.4857951469840485,1.0324524798185104,86.24499999999999,0.7464750498174745
122.41118309497833,2.4484788758367557,1.032470393871517,85.94,0.7968061244744534
129.4421489238739,2.415119761159402,1.032498133601851,86.265,0.6928383649885478
138.59920864105226,2.3851192370458425,1.0325031184320987,85.71000000000001,0.7598684096605173
132.81266989707947,2.357996387395768,1.032508581696644,86.16499999999999,0.7290576108923117
129.87686002254486,2.3333596524388236,1.032530120500594,85.39999999999999,0.7310950690573707
123.81409292221069,2.3108864510615286,1.0325374758696322,85.90929964982492,0.7384296522904502
130.44589326381683,2.290308253369841,1.0325531812267654,85.82000000000001,0.5273518749374082
126.3982230424881,2.271399442978134,1.0325559608849781,86.03500000000001,0.6561440390645937
132.84651551246642,2.2539689157424716,1.0325524756495847,85.795,0.7170948333379623
135.30829858779907,2.2378535883402564,1.03256289726392,86.02000000000001,0.8820997676000144
135.20017471313477,2.2229137916283825,1.0325800447644249,85.37500000000001,1.0366412108342997
135.0372995376587,2.209027222146262,1.032567092044743,85.77000000000001,0.7570336848516084
138.52033665180207,2.196089988834481,1.0325654780013835,85.66499999999999,0.5657075216045827
135.41312642097472,2.184009840090141,1.0325685072373527,86.11999999999999,0.7714272486761133
129.6957578420639,2.172706293905644,1.0325488981532105,86.13000000000001,0.45122056690714213
135.790692281723,2.162108409125772,1.032552883996168,86.135,0.711705697602601
133.19638442993164,2.1521535392217173,1.0325811047170312,85.63000000000001,0.4489988864128747
125.88636898994446,2.1427860883281378,1.0325742788107397,85.795,0.5583233829959138
126.01917145252227,2.1339565506776887,1.0325751759435484,86.34929714857428,0.8547319621622356
123.51055219173432,2.1256207727559295,1.0325530635134645,86.48,0.40323690307312043
132.75127983093262,2.117739151355764,1.032582127236032,86.20500000000001,0.863843157060356
139.26412267684935,2.110276196196872,1.0325701283837636,85.65,0.7141428428542848
143.3654361963272,2.1031999177281824,1.0325681567445497,85.94500000000001,0.5227092882281708
130.71699640750884,2.09648146038174,1.0325797964650072,86.285,0.387330608137288
136.565207695961,2.090094707356289,1.03258129998316,85.9,0.6873863542433776
129.88087265491487,2.084016000548472,1.0325777816238952,86.34,0.6909413868049881
136.30871691703797,2.0782238320581703,1.032581107907876,85.69,0.6303967004989787
129.50394189357758,2.072698623556139,1.0325796782074341,86.08,0.9867117106835214
129.44735989570617,2.0674225161130098,1.0325830432072585,85.76500000000001,0.7159085137082807
132.73044884204865,2.0623791849971242,1.0325861806344627,85.775,0.5240467536394058
126.57945477962494,2.057553687395327,1.0325850592287753,85.63000000000001,0.9688137075826293
134.78745477199556,2.052932311758398,1.0325889582681174,85.865,0.6723280449304541
125.06860067844391,2.0485024682871886,1.0325787030575329,85.64500000000001,0.5396526660732803
131.21364567279815,2.0442525583865434,1.0325865420691567,85.93,0.6221736092120927
