0.000000000000000000e+00,2.344806854050804024e+00,1.237035923643469104e+01,2.223057267398166204e+01,3.129415301367803792e+01,3.365399068089583778e+01,3.365399068089583778e+01
0.000000000000000000e+00,2.359515678360757374e+00,1.171996274448928865e+01,2.230673703818689901e+01,3.194660043464762467e+01,3.455448618441477748e+01,3.455448618441477748e+01
0.000000000000000000e+00,2.048114434330298828e+00,1.204486345903771038e+01,2.238296488946683738e+01,3.153446033810142879e+01,3.400520156046813725e+01,3.400520156046813725e+01
0.000000000000000000e+00,1.841335398382378363e+00,1.197728446050593654e+01,2.257786955773532966e+01,3.235243503699879142e+01,3.479607640681466307e+01,3.479607640681466307e+01
0.000000000000000000e+00,1.944652206432311070e+00,1.183620044876589361e+01,2.155946148092744963e+01,3.117053103964098781e+01,3.378833208676140742e+01,3.378833208676140742e+01
0.000000000000000000e+00,1.911220715166461082e+00,1.183723797780517906e+01,2.223592272914097734e+01,3.158651870119194527e+01,3.388820386354294811e+01,3.388820386354294811e+01
0.000000000000000000e+00,2.028917910447761042e+00,1.196361940298507420e+01,2.245802238805969964e+01,3.225279850746268551e+01,3.446828358208955478e+01,3.446828358208955478e+01
0.000000000000000000e+00,2.248150256118383705e+00,1.209447922595332869e+01,2.276607854297097333e+01,3.210017074558907524e+01,3.420603301081388281e+01,3.420603301081388281e+01
0.000000000000000000e+00,1.704545454545454364e+00,1.250000000000000000e+01,2.299242424242424221e+01,3.170454545454545325e+01,3.412878787878788245e+01,3.412878787878788245e+01
0.000000000000000000e+00,1.737451737451737532e+00,1.113256113256113267e+01,2.155727155727155520e+01,3.185328185328184958e+01,3.468468468468468302e+01,3.468468468468468302e+01
