0.000000000000000000e+00,3.186532391402374653e+00,1.755598977904704583e+01,3.278220351721027725e+01,4.480685405080414796e+01,4.800841725537351579e+01,4.800841725537351579e+01
0.000000000000000000e+00,2.747593914933250669e+00,1.718410431542999106e+01,3.242781744799751209e+01,4.397702576839490973e+01,4.722135982614095440e+01,4.722135982614095440e+01
0.000000000000000000e+00,3.267230169050715283e+00,1.737646293888166582e+01,3.268855656697009238e+01,4.458712613784135215e+01,4.756176853055917064e+01,4.756176853055917064e+01
0.000000000000000000e+00,3.338495955945620430e+00,1.729478575116159078e+01,3.231801755291688494e+01,4.415763207709516536e+01,4.697986577181207934e+01,4.697986577181207934e+01
0.000000000000000000e+00,3.459237097980553344e+00,1.770755422587883388e+01,3.197456993268511383e+01,4.429693343305908826e+01,4.727000747943156256e+01,4.727000747943156256e+01
0.000000000000000000e+00,3.390875462392108908e+00,1.794081381011097420e+01,3.121660501438553581e+01,4.293053842992190283e+01,4.625976161117961283e+01,4.625976161117961283e+01
0.000000000000000000e+00,2.448694029850746468e+00,1.644123134328358304e+01,3.087686567164179152e+01,4.265391791044776681e+01,4.584888059701492580e+01,4.584888059701492580e+01
0.000000000000000000e+00,3.528742174160500511e+00,1.838360842344906132e+01,3.198634035287421540e+01,4.428002276607854526e+01,4.709732498577120197e+01,4.709732498577120197e+01
0.000000000000000000e+00,2.537878787878788067e+00,1.556818181818181657e+01,2.825757575757575779e+01,4.106060606060605522e+01,4.428030303030303116e+01,4.428030303030303116e+01
0.000000000000000000e+00,3.024453024453024330e+00,1.589446589446589542e+01,3.024453024453024241e+01,4.073359073359073790e+01,4.369369369369368883e+01,4.369369369369368883e+01
