1.051194539249146853e+00,3.541296928327645333e+01,7.889419795221841980e+01,9.726962457337884871e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
4.979371176554275302e-01,3.458528951486697878e+01,7.908664105847203984e+01,9.752454118651301940e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
2.761226565906118036e-01,3.425374218863537124e+01,7.898561255631449285e+01,9.766022380467956054e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.967907962458371185e-01,3.321223130487435782e+01,7.841356342718739825e+01,9.726006660611564314e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.289282836422240286e-01,3.352135374697824233e+01,7.809830781627718466e+01,9.753424657534246478e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.724732666436702352e-02,3.339082442221455693e+01,7.785443256295275205e+01,9.725767506036564214e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
3.840245775729646954e-02,3.296850998463901306e+01,7.722734254992319336e+01,9.671658986175116013e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,3.267528931245745838e+01,7.692307692307693401e+01,9.711822101202631075e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,3.241678726483357309e+01,7.620839363241678655e+01,9.704775687409551210e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,3.265508684863523570e+01,7.647642679900744156e+01,9.697270471464020147e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
