4.641638225255972916e-01,3.190443686006825885e+01,7.628668941979522344e+01,9.726962457337884871e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
2.845354958031014458e-01,3.165457390809503480e+01,7.659695547019489936e+01,9.682742922179541267e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.598604853945647386e-01,3.030082836796977475e+01,7.452405173666618055e+01,9.673012643511117403e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
6.055101422948834522e-02,3.054798667877686569e+01,7.529518619436875326e+01,9.663941871026338504e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.611603545527800357e-02,3.033037872683320302e+01,7.553585817888799170e+01,9.685737308622078956e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
3.449465332873404705e-02,2.861331493618489219e+01,7.390479475681269150e+01,9.624008278716799225e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,3.016513056835637485e+01,7.453917050691244128e+01,9.625576036866358720e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,2.911277513047424392e+01,7.349670977989562459e+01,9.627864760608123618e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,2.923299565846599180e+01,7.510853835021707425e+01,9.635311143270621415e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
0.000000000000000000e+00,2.933002481389578264e+01,7.255583126550868656e+01,9.607940446650124500e+01,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
